일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2016/11/16","1979.65","12.12","0.62","1980.82","1985.67","1976.63","306499957","4655273918274","1269224972450912"
"2016/11/15","1967.53","-6.87","-0.35","1977.33","1978.94","1967.21","375663410","5095586489659","1261206252214031"
"2016/11/14","1974.40","-10.03","-0.51","1982.93","1988.65","1974.27","352116839","5099798436703","1265674765055294"
"2016/11/11","1984.43","-18.17","-0.91","1988.87","1994.05","1982.15","386856326","6718928137921","1272531403108191"
"2016/11/10","2002.60","44.22","2.26","1989.85","2002.60","1983.26","433884828","7012811348271","1284724724165557"
"2016/11/09","1958.38","-45.00","-2.25","2008.08","2015.23","1931.07","709043324","7431309809072","1247481566460502"
"2016/11/08","2003.38","5.80","0.29","2009.56","2010.17","1994.33","239579235","3238824114374","1276013949795538"
"2016/11/07","1997.58","15.56","0.79","1997.58","2001.74","1992.14","210333532","3131548319118","1272373470431619"
"2016/11/04","1982.02","-1.78","-0.09","1983.87","1985.29","1976.57","227776380","3112409193762","1262607501641418"
"2016/11/03","1983.80","4.86","0.25","1974.93","1988.82","1973.58","272728479","3780779236254","1263454854565548"
"2016/11/02","1978.94","-28.45","-1.42","1995.41","1997.46","1976.34","333529567","4404094007629","1260996820910166"
"2016/11/01","2007.39","-0.80","-0.04","2003.41","2010.51","1990.45","321774656","4462621756795","1278978192597210"
