날짜,종가,오픈,고가,저가,변동 %
2016/1/22,"1,197.57","1,204.20","1,207.20","1,195.84",-0.51%
2016/1/21,"1,203.76","1,208.43","1,214.30","1,202.20",-0.45%
2016/1/20,"1,209.25","1,207.39","1,219.15","1,207.11",0.15%
2016/1/19,"1,207.49","1,211.72","1,214.20","1,202.06",-0.34%
2016/1/18,"1,211.57","1,214.81","1,217.20","1,208.26",-0.27%
2016/1/15,"1,214.81","1,207.73","1,221.70","1,206.58",0.59%
2016/1/14,"1,207.74","1,210.24","1,219.07","1,207.50",-0.21%
2016/1/13,"1,210.24","1,210.40","1,215.20","1,201.30",-0.01%
2016/1/12,"1,210.33","1,204.63","1,213.50","1,203.97",0.46%
2016/1/11,"1,204.76","1,207.94","1,211.50","1,202.19",-0.26%
2016/1/8,"1,207.94","1,197.29","1,214.65","1,191.90",0.89%
2016/1/7,"1,197.29","1,200.52","1,204.70","1,193.16",-0.27%
2016/1/6,"1,200.52","1,190.81","1,203.80","1,187.59",0.82%
2016/1/5,"1,190.81","1,190.35","1,192.80","1,184.40",0.04%
2016/1/4,"1,190.35","1,175.66","1,193.23","1,175.65",1.27%
2016/1/1,"1,175.45","1,175.94","1,176.50","1,175.19",-0.04%
