날짜,종가,오픈,고가,저가,변동 %
2021/11/12,"1,179.94","1,181.03","1,182.35","1,176.45",-0.21%
2021/11/11,"1,182.39","1,185.15","1,187.30","1,178.17",-0.22%
2021/11/10,"1,185.04","1,178.51","1,186.15","1,176.82",0.56%
2021/11/9,"1,178.40","1,180.95","1,182.10","1,173.36",-0.21%
2021/11/8,"1,180.84","1,181.51","1,186.74","1,178.93",-0.02%
2021/11/5,"1,181.05","1,185.97","1,188.43","1,181.21",-0.40%
2021/11/4,"1,185.75","1,178.89","1,188.81","1,176.94",0.59%
2021/11/3,"1,178.78","1,178.59","1,185.94","1,177.99",0.03%
2021/11/2,"1,178.48","1,177.56","1,179.91","1,174.03",0.09%
2021/11/1,"1,177.45","1,174.61","1,179.89","1,173.28",0.25%
2021/10/29,"1,174.47","1,168.45","1,177.07","1,167.81",0.52%
2021/10/28,"1,168.44","1,172.17","1,174.70","1,166.06",-0.31%
2021/10/27,"1,172.05","1,168.06","1,174.09","1,165.45",0.35%
2021/10/26,"1,167.95","1,168.13","1,170.47","1,163.75",-0.01%
2021/10/25,"1,168.02","1,177.44","1,178.96","1,166.96",-0.80%
2021/10/22,"1,177.48","1,177.86","1,181.70","1,173.64",-0.03%
2021/10/21,"1,177.78","1,175.81","1,180.03","1,172.98",0.18%
2021/10/20,"1,175.63","1,175.61","1,179.26","1,172.01",0.04%
2021/10/19,"1,175.13","1,185.89","1,186.04","1,173.73",-0.87%
2021/10/18,"1,185.47","1,182.49","1,188.85","1,182.39",0.29%
2021/10/15,"1,182.07","1,182.23","1,185.31","1,180.87",0.03%
2021/10/14,"1,181.69","1,186.87","1,190.94","1,181.76",-0.38%
2021/10/13,"1,186.18","1,197.92","1,199.49","1,186.30",-0.93%
2021/10/12,"1,197.29","1,195.75","1,200.90","1,195.38",0.17%
2021/10/11,"1,195.30","1,196.54","1,196.99","1,191.89",-0.12%
2021/10/8,"1,196.79","1,191.33","1,197.61","1,190.35",0.50%
2021/10/7,"1,190.88","1,190.74","1,192.08","1,188.15",0.06%
2021/10/6,"1,190.21","1,186.69","1,197.94","1,185.90",0.31%
2021/10/5,"1,186.48","1,184.45","1,189.12","1,183.83",0.20%
2021/10/4,"1,184.12","1,179.90","1,185.97","1,178.41",0.32%
2021/10/1,"1,180.35","1,184.78","1,189.05","1,179.20",-0.33%
2021/9/30,"1,184.23","1,187.93","1,189.38","1,180.22",-0.24%
2021/9/29,"1,187.11","1,188.04","1,189.26","1,181.20",0.00%
2021/9/28,"1,187.16","1,177.09","1,188.67","1,176.37",0.78%
2021/9/27,"1,177.94","1,179.95","1,182.46","1,173.98",-0.15%
2021/9/24,"1,179.68","1,174.83","1,182.05","1,171.81",0.43%
2021/9/23,"1,174.63","1,181.99","1,186.62","1,170.36",-0.60%
2021/9/22,"1,181.75","1,184.41","1,185.53","1,178.25",-0.19%
2021/9/21,"1,183.96","1,187.39","1,188.61","1,182.66",-0.14%
2021/9/20,"1,185.67","1,181.56","1,192.41","1,181.47",0.42%
2021/9/17,"1,180.69","1,175.36","1,182.81","1,174.23",0.47%
2021/9/16,"1,175.19","1,166.39","1,176.94","1,165.20",0.77%
2021/9/15,"1,166.23","1,172.41","1,174.70","1,164.77",-0.51%
2021/9/14,"1,172.23","1,173.44","1,175.20","1,166.38",-0.05%
2021/9/13,"1,172.83","1,170.38","1,177.53","1,170.02",0.22%
2021/9/10,"1,170.23","1,169.81","1,174.13","1,164.83",0.05%
2021/9/9,"1,169.64","1,167.14","1,172.21","1,166.05",0.27%
2021/9/8,"1,166.54","1,162.16","1,168.83","1,161.15",0.39%
2021/9/7,"1,161.98","1,157.33","1,166.02","1,155.00",0.43%
2021/9/6,"1,157.04","1,155.75","1,159.97","1,154.53",0.24%
2021/9/3,"1,154.28","1,158.23","1,159.71","1,152.54",-0.33%
2021/9/2,"1,158.05","1,156.08","1,162.44","1,155.05",0.22%
2021/9/1,"1,155.47","1,158.95","1,160.64","1,154.54",-0.28%
2021/8/31,"1,158.73","1,166.07","1,167.43","1,155.18",-0.48%
2021/8/30,"1,164.34","1,162.33","1,167.71","1,161.88",0.27%
2021/8/27,"1,161.23","1,170.71","1,174.77","1,160.89",-0.79%
2021/8/26,"1,170.53","1,164.05","1,172.01","1,162.97",0.57%
2021/8/25,"1,163.87","1,164.02","1,169.37","1,162.92",0.02%
2021/8/24,"1,163.65","1,169.06","1,171.57","1,163.10",-0.49%
2021/8/23,"1,169.36","1,175.24","1,177.56","1,167.43",-0.49%
2021/8/20,"1,175.15","1,176.46","1,184.85","1,171.21",-0.10%
2021/8/19,"1,176.28","1,170.28","1,178.40","1,169.66",0.53%
2021/8/18,"1,170.03","1,177.44","1,179.94","1,166.89",-0.62%
2021/8/17,"1,177.30","1,165.45","1,179.80","1,164.60",1.03%
2021/8/16,"1,165.28","1,162.37","1,168.81","1,161.46",0.34%
2021/8/13,"1,161.37","1,163.16","1,171.15","1,160.38",-0.14%
2021/8/12,"1,162.98","1,154.16","1,166.15","1,152.96",0.78%
2021/8/11,"1,153.98","1,152.90","1,159.69","1,151.89",0.11%
2021/8/10,"1,152.70","1,147.07","1,154.29","1,145.78",0.51%
2021/8/9,"1,146.89","1,145.93","1,148.86","1,142.35",0.17%
2021/8/6,"1,144.93","1,142.94","1,148.29","1,140.15",0.20%
2021/8/5,"1,142.59","1,144.94","1,146.84","1,140.62",-0.19%
2021/8/4,"1,144.76","1,148.63","1,149.72","1,140.02",-0.32%
2021/8/3,"1,148.44","1,150.35","1,153.91","1,146.59",-0.15%
2021/8/2,"1,150.18","1,151.90","1,154.60","1,148.52",-0.11%
2021/7/30,"1,151.41","1,143.30","1,154.78","1,142.04",0.73%
2021/7/29,"1,143.12","1,150.44","1,152.12","1,140.48",-0.62%
2021/7/28,"1,150.27","1,154.44","1,159.96","1,149.24",-0.34%
2021/7/27,"1,154.25","1,152.71","1,158.65","1,148.86",0.15%
2021/7/26,"1,152.54","1,152.12","1,157.24","1,151.26",0.09%
2021/7/23,"1,151.52","1,150.86","1,155.41","1,147.15",0.08%
2021/7/22,"1,150.55","1,149.48","1,153.12","1,146.85",0.11%
2021/7/21,"1,149.31","1,148.46","1,156.44","1,147.07",0.16%
2021/7/20,"1,147.47","1,151.92","1,153.07","1,146.55",-0.29%
2021/7/19,"1,150.83","1,142.50","1,155.59","1,141.85",0.82%
2021/7/16,"1,141.51","1,141.77","1,144.28","1,137.99",-0.01%
2021/7/15,"1,141.59","1,144.36","1,148.31","1,138.93",-0.23%
2021/7/14,"1,144.22","1,150.11","1,152.27","1,142.63",-0.50%
2021/7/13,"1,149.94","1,147.18","1,152.90","1,141.21",0.27%
2021/7/12,"1,146.85","1,145.31","1,150.06","1,144.18",0.27%
2021/7/9,"1,143.73","1,146.81","1,150.52","1,143.18",-0.25%
2021/7/8,"1,146.59","1,141.65","1,151.69","1,139.55",0.45%
2021/7/7,"1,141.50","1,136.93","1,144.27","1,135.03",0.42%
2021/7/6,"1,136.75","1,130.59","1,139.97","1,129.03",0.56%
2021/7/5,"1,130.42","1,130.77","1,132.72","1,128.13",-0.01%
2021/7/2,"1,130.53","1,134.51","1,138.60","1,129.60",-0.33%
2021/7/1,"1,134.33","1,130.63","1,135.98","1,128.28",0.34%
2021/6/30,"1,130.48","1,131.80","1,132.89","1,125.59",-0.10%
2021/6/29,"1,131.62","1,130.21","1,134.77","1,127.65",0.14%
2021/6/28,"1,130.04","1,127.34","1,132.68","1,126.58",0.26%
2021/6/25,"1,127.12","1,131.87","1,133.10","1,124.10",-0.32%
2021/6/24,"1,130.78","1,136.03","1,138.69","1,129.97",-0.45%
2021/6/23,"1,135.85","1,133.73","1,138.63","1,131.17",0.20%
2021/6/22,"1,133.57","1,131.57","1,138.81","1,130.35",0.19%
2021/6/21,"1,131.40","1,135.24","1,139.47","1,130.91",-0.31%
2021/6/18,"1,134.94","1,134.47","1,138.14","1,128.06",0.06%
2021/6/17,"1,134.30","1,132.84","1,137.00","1,127.35",0.14%
2021/6/16,"1,132.68","1,118.09","1,137.17","1,115.74",1.40%
2021/6/15,"1,117.09","1,117.33","1,119.39","1,116.14",0.07%
2021/6/14,"1,116.33","1,116.55","1,120.05","1,114.45",-0.01%
2021/6/11,"1,116.40","1,112.56","1,118.54","1,109.25",0.37%
2021/6/10,"1,112.32","1,117.03","1,119.26","1,111.93",-0.29%
2021/6/9,"1,115.61","1,117.72","1,119.02","1,112.30",-0.19%
2021/6/8,"1,117.72","1,110.80","1,118.81","1,108.99",0.64%
2021/6/7,"1,110.62","1,110.68","1,114.53","1,109.07",0.01%
2021/6/4,"1,110.52","1,116.64","1,119.51","1,108.77",-0.53%
2021/6/3,"1,116.46","1,111.10","1,118.82","1,108.86",0.50%
2021/6/2,"1,110.92","1,108.49","1,114.81","1,106.78",0.23%
2021/6/1,"1,108.38","1,108.08","1,110.59","1,104.69",0.16%
2021/5/31,"1,106.58","1,113.83","1,117.42","1,106.50",-0.58%
2021/5/28,"1,113.08","1,118.72","1,119.35","1,112.86",-0.49%
2021/5/27,"1,118.55","1,116.79","1,120.32","1,115.07",0.17%
2021/5/26,"1,116.61","1,122.54","1,123.49","1,114.67",-0.51%
2021/5/25,"1,122.36","1,123.60","1,126.55","1,120.35",-0.10%
2021/5/24,"1,123.48","1,127.86","1,129.60","1,122.80",-0.37%
2021/5/21,"1,127.63","1,127.99","1,129.36","1,122.24",0.00%
2021/5/20,"1,127.66","1,131.35","1,134.41","1,127.17",-0.31%
2021/5/19,"1,131.18","1,127.07","1,133.31","1,124.60",0.38%
2021/5/18,"1,126.93","1,136.91","1,139.74","1,125.64",-0.86%
2021/5/17,"1,136.73","1,126.52","1,139.74","1,125.95",0.97%
2021/5/14,"1,125.79","1,126.89","1,131.31","1,125.23",-0.08%
2021/5/13,"1,126.73","1,132.92","1,136.13","1,126.17",-0.53%
2021/5/12,"1,132.73","1,119.67","1,133.94","1,118.74",1.17%
2021/5/11,"1,119.58","1,116.83","1,122.39","1,114.95",0.26%
2021/5/10,"1,116.68","1,112.97","1,118.10","1,110.49",0.49%
2021/5/7,"1,111.23","1,120.45","1,123.67","1,109.48",-0.81%
2021/5/6,"1,120.28","1,125.02","1,127.02","1,119.63",-0.39%
2021/5/5,"1,124.72","1,125.94","1,128.30","1,122.18",-0.09%
2021/5/4,"1,125.77","1,120.50","1,128.92","1,118.84",0.48%
2021/5/3,"1,120.34","1,117.76","1,124.94","1,115.51",0.28%
2021/4/30,"1,117.16","1,107.81","1,119.45","1,106.52",0.86%
2021/4/29,"1,107.63","1,110.06","1,111.17","1,105.30",-0.20%
2021/4/28,"1,109.88","1,113.43","1,115.52","1,108.31",-0.31%
2021/4/27,"1,113.33","1,110.44","1,114.55","1,108.27",0.28%
2021/4/26,"1,110.27","1,115.85","1,116.95","1,108.96",-0.40%
2021/4/23,"1,114.72","1,120.18","1,121.54","1,113.94",-0.36%
2021/4/22,"1,118.79","1,116.70","1,121.69","1,114.13",0.22%
2021/4/21,"1,116.35","1,117.45","1,121.61","1,114.78",-0.08%
2021/4/20,"1,117.28","1,115.51","1,119.74","1,110.29",0.17%
2021/4/19,"1,115.33","1,117.05","1,120.26","1,112.94",-0.10%
2021/4/16,"1,116.50","1,116.85","1,121.57","1,113.06",-0.02%
2021/4/15,"1,116.68","1,116.26","1,119.82","1,113.01",0.05%
2021/4/14,"1,116.08","1,121.55","1,123.91","1,112.09",-0.47%
2021/4/13,"1,121.37","1,125.23","1,128.42","1,120.38",-0.26%
2021/4/12,"1,124.32","1,121.77","1,127.28","1,120.29",0.30%
2021/4/9,"1,120.98","1,116.75","1,122.58","1,113.15",0.46%
2021/4/8,"1,115.83","1,119.20","1,121.56","1,114.59",-0.29%
2021/4/7,"1,119.03","1,119.29","1,120.36","1,114.67",-0.01%
2021/4/6,"1,119.17","1,125.04","1,125.68","1,116.57",-0.45%
2021/4/5,"1,124.18","1,129.69","1,130.03","1,122.45",-0.40%
2021/4/2,"1,128.64","1,128.86","1,130.38","1,126.29",-0.01%
2021/4/1,"1,128.72","1,127.96","1,133.82","1,125.31",0.14%
2021/3/31,"1,127.17","1,133.54","1,134.68","1,125.32",-0.48%
2021/3/30,"1,132.59","1,132.56","1,136.29","1,131.42",0.09%
2021/3/29,"1,131.56","1,128.95","1,136.41","1,128.77",0.27%
2021/3/26,"1,128.52","1,135.24","1,136.09","1,128.07",-0.58%
2021/3/25,"1,135.12","1,135.40","1,138.02","1,131.93",0.02%
2021/3/24,"1,134.90","1,133.40","1,135.96","1,130.24",0.18%
2021/3/23,"1,132.90","1,126.49","1,134.48","1,125.02",0.61%
2021/3/22,"1,126.00","1,129.47","1,134.01","1,125.61",-0.28%
2021/3/19,"1,129.12","1,128.25","1,134.80","1,125.31",0.12%
2021/3/18,"1,127.75","1,121.91","1,131.30","1,120.04",0.58%
2021/3/17,"1,121.21","1,129.93","1,134.31","1,120.65",-0.69%
2021/3/16,"1,129.00","1,132.85","1,135.91","1,128.14",-0.30%
2021/3/15,"1,132.35","1,136.50","1,138.78","1,130.92",-0.32%
2021/3/12,"1,136.00","1,130.85","1,139.35","1,127.27",0.50%
2021/3/11,"1,130.35","1,136.91","1,140.99","1,128.90",-0.49%
2021/3/10,"1,135.91","1,135.91","1,145.60","1,135.31",0.09%
2021/3/9,"1,134.91","1,141.83","1,144.85","1,133.38",-0.52%
2021/3/8,"1,140.83","1,128.85","1,144.07","1,127.06",1.14%
2021/3/5,"1,128.00","1,131.03","1,137.27","1,124.04",-0.25%
2021/3/4,"1,130.87","1,127.05","1,133.06","1,123.36",0.43%
2021/3/3,"1,126.05","1,125.29","1,128.05","1,116.95",0.09%
2021/3/2,"1,125.01","1,113.53","1,128.28","1,102.06",1.05%
2021/3/1,"1,113.33","1,124.89","1,125.15","1,113.09",-0.94%
2021/2/26,"1,123.89","1,119.47","1,130.33","1,118.41",0.46%
2021/2/25,"1,118.77","1,107.54","1,121.61","1,105.70",1.04%
2021/2/24,"1,107.27","1,110.22","1,113.75","1,106.08",-0.26%
2021/2/23,"1,110.13","1,112.58","1,114.81","1,108.24",-0.13%
2021/2/22,"1,111.59","1,106.02","1,116.10","1,102.83",0.66%
2021/2/19,"1,104.27","1,107.08","1,111.28","1,102.22",-0.24%
2021/2/18,"1,106.96","1,106.50","1,110.15","1,103.19",0.12%
2021/2/17,"1,105.61","1,107.58","1,110.81","1,104.49",-0.09%
2021/2/16,"1,106.58","1,102.31","1,109.55","1,096.91",0.48%
2021/2/15,"1,101.31","1,104.37","1,106.00","1,100.70",-0.12%
2021/2/12,"1,102.59","1,103.12","1,107.59","1,101.73",0.04%
2021/2/11,"1,102.12","1,106.48","1,108.02","1,102.05",-0.30%
2021/2/10,"1,105.48","1,111.01","1,114.16","1,103.59",-0.49%
2021/2/9,"1,110.88","1,117.31","1,118.75","1,110.08",-0.42%
2021/2/8,"1,115.61","1,117.76","1,122.17","1,116.05",-0.10%
2021/2/5,"1,116.77","1,120.11","1,127.85","1,116.22",-0.29%
2021/2/4,"1,120.00","1,113.58","1,122.74","1,112.48",0.59%
2021/2/3,"1,113.46","1,115.51","1,117.25","1,111.80",-0.17%
2021/2/2,"1,115.37","1,117.44","1,119.70","1,113.65",-0.10%
2021/2/1,"1,116.51","1,118.43","1,120.98","1,115.55",-0.10%
2021/1/29,"1,117.64","1,113.24","1,121.76","1,112.15",0.46%
2021/1/28,"1,112.52","1,108.42","1,121.36","1,107.49",0.37%
2021/1/27,"1,108.38","1,102.01","1,109.90","1,100.87",0.67%
2021/1/26,"1,101.02","1,102.69","1,108.24","1,100.47",-0.14%
2021/1/25,"1,102.58","1,105.54","1,105.92","1,100.05",-0.26%
2021/1/22,"1,105.41","1,099.97","1,107.29","1,098.95",0.50%
2021/1/21,"1,099.88","1,097.35","1,102.67","1,096.59",0.32%
2021/1/20,"1,096.35","1,102.44","1,103.39","1,096.88",-0.46%
2021/1/19,"1,101.44","1,104.18","1,106.17","1,100.20",-0.10%
2021/1/18,"1,102.52","1,104.26","1,108.42","1,102.28",-0.07%
2021/1/15,"1,103.27","1,096.04","1,105.33","1,094.93",0.67%
2021/1/14,"1,095.88","1,098.11","1,103.42","1,093.93",-0.11%
2021/1/13,"1,097.12","1,094.60","1,099.33","1,092.37",0.24%
2021/1/12,"1,094.48","1,097.38","1,103.46","1,092.97",-0.25%
2021/1/11,"1,097.23","1,093.01","1,101.05","1,092.73",0.39%
2021/1/8,"1,092.93","1,094.35","1,099.21","1,088.79",-0.12%
2021/1/7,"1,094.28","1,088.03","1,096.78","1,085.42",0.58%
2021/1/6,"1,087.93","1,087.40","1,089.79","1,083.91",0.14%
2021/1/5,"1,086.42","1,086.69","1,090.33","1,082.04",-0.01%
2021/1/4,"1,086.48","1,085.73","1,088.30","1,080.02",0.16%
2021/1/1,"1,084.73","1,085.69","1,086.10","1,085.25",0.02%
2020/12/31,"1,084.47","1,088.43","1,090.35","1,082.97",-0.29%
2020/12/30,"1,087.62","1,091.97","1,093.92","1,084.52",-0.31%
2020/12/29,"1,090.97","1,097.30","1,098.57","1,090.63",-0.42%
2020/12/28,"1,095.60","1,100.08","1,103.55","1,093.51",-0.32%
2020/12/25,"1,099.07","1,102.66","1,102.81","1,100.03",-0.23%
2020/12/24,"1,101.59","1,106.87","1,107.47","1,100.48",-0.46%
2020/12/23,"1,106.65","1,109.94","1,111.05","1,104.68",-0.28%
2020/12/22,"1,109.72","1,104.31","1,111.05","1,102.46",0.65%
2020/12/21,"1,102.55","1,099.48","1,112.74","1,097.94",0.29%
2020/12/18,"1,099.39","1,094.01","1,100.78","1,092.34",0.58%
2020/12/17,"1,093.01","1,094.12","1,095.43","1,090.27",0.06%
2020/12/16,"1,092.36","1,089.56","1,096.55","1,088.05",0.27%
2020/12/15,"1,089.43","1,093.32","1,096.14","1,088.49",-0.33%
2020/12/14,"1,093.07","1,091.80","1,094.91","1,088.85",0.13%
2020/12/11,"1,091.67","1,087.34","1,094.56","1,085.27",0.56%
2020/12/10,"1,085.55","1,087.38","1,091.93","1,084.12",-0.09%
2020/12/9,"1,086.48","1,085.79","1,088.97","1,080.82",0.15%
2020/12/8,"1,084.86","1,084.53","1,087.79","1,082.49",0.12%
2020/12/7,"1,083.53","1,083.87","1,088.35","1,080.39",-0.02%
2020/12/4,"1,083.77","1,092.20","1,093.71","1,080.57",-0.76%
2020/12/3,"1,092.08","1,100.16","1,101.91","1,089.70",-0.72%
2020/12/2,"1,100.02","1,106.23","1,107.01","1,099.22",-0.52%
2020/12/1,"1,105.73","1,109.82","1,110.35","1,105.20",-0.32%
2020/11/30,"1,109.32","1,105.02","1,110.34","1,103.20",0.44%
2020/11/27,"1,104.43","1,106.07","1,107.47","1,102.43",-0.10%
2020/11/26,"1,105.57","1,106.33","1,108.77","1,103.13",-0.06%
2020/11/25,"1,106.21","1,110.64","1,111.51","1,104.69",-0.36%
2020/11/24,"1,110.24","1,114.01","1,114.68","1,108.08",-0.29%
2020/11/23,"1,113.51","1,115.08","1,116.82","1,109.91",-0.13%
2020/11/20,"1,114.95","1,114.09","1,117.87","1,112.31",0.12%
2020/11/19,"1,113.59","1,106.67","1,119.09","1,106.08",0.67%
2020/11/18,"1,106.17","1,105.79","1,107.84","1,101.61",0.07%
2020/11/17,"1,105.38","1,107.16","1,108.39","1,103.98",-0.15%
2020/11/16,"1,107.04","1,108.25","1,110.56","1,105.09",-0.05%
2020/11/13,"1,107.62","1,115.03","1,117.12","1,107.03",-0.65%
2020/11/12,"1,114.86","1,112.49","1,116.31","1,110.46",0.22%
2020/11/11,"1,112.39","1,117.20","1,118.13","1,108.93",-0.42%
2020/11/10,"1,117.07","1,119.45","1,120.29","1,113.60",-0.18%
2020/11/9,"1,119.06","1,121.91","1,122.35","1,110.42",-0.21%
2020/11/6,"1,121.40","1,123.38","1,127.18","1,118.45",-0.13%
2020/11/5,"1,122.88","1,129.66","1,134.41","1,121.60",-0.42%
2020/11/4,"1,127.65","1,131.39","1,147.82","1,125.47",-0.32%
2020/11/3,"1,131.32","1,133.10","1,137.16","1,129.79",-0.14%
2020/11/2,"1,132.95","1,136.60","1,137.60","1,132.59",-0.31%
2020/10/30,"1,136.49","1,130.56","1,139.16","1,126.23",0.57%
2020/10/29,"1,130.06","1,135.14","1,136.08","1,130.19",-0.43%
2020/10/28,"1,134.93","1,129.28","1,138.97","1,126.57",0.51%
2020/10/27,"1,129.21","1,132.51","1,133.43","1,124.69",-0.29%
2020/10/26,"1,132.44","1,128.45","1,134.16","1,127.06",0.40%
2020/10/23,"1,127.95","1,135.14","1,136.94","1,126.23",-0.60%
2020/10/22,"1,134.74","1,133.07","1,137.55","1,131.96",0.19%
2020/10/21,"1,132.54","1,138.77","1,140.10","1,130.61",-0.51%
2020/10/20,"1,138.39","1,140.63","1,141.88","1,137.25",-0.15%
2020/10/19,"1,140.06","1,142.21","1,143.96","1,137.26",-0.18%
2020/10/16,"1,142.13","1,145.23","1,148.14","1,140.73",-0.26%
2020/10/15,"1,145.14","1,147.20","1,149.46","1,141.53",-0.17%
2020/10/14,"1,147.14","1,148.80","1,150.00","1,142.28",-0.10%
2020/10/13,"1,148.30","1,148.29","1,151.93","1,144.46",0.04%
2020/10/12,"1,147.79","1,143.65","1,152.14","1,143.11",0.37%
2020/10/9,"1,143.52","1,151.22","1,151.87","1,141.86",-0.66%
2020/10/8,"1,151.11","1,157.38","1,159.31","1,150.43",-0.53%
2020/10/7,"1,157.26","1,164.87","1,166.56","1,156.14",-0.61%
2020/10/6,"1,164.37","1,157.29","1,166.07","1,156.42",0.63%
2020/10/5,"1,157.12","1,166.35","1,167.33","1,156.59",-0.78%
2020/10/2,"1,166.26","1,162.93","1,168.28","1,162.18",0.29%
2020/10/1,"1,162.83","1,164.75","1,165.84","1,160.70",-0.16%
2020/9/30,"1,164.65","1,168.82","1,171.58","1,163.73",-0.35%
2020/9/29,"1,168.73","1,167.35","1,171.60","1,166.38",0.16%
2020/9/28,"1,166.85","1,174.44","1,175.23","1,166.81",-0.64%
2020/9/25,"1,174.32","1,169.60","1,178.03","1,168.35",0.45%
2020/9/24,"1,169.10","1,170.78","1,176.31","1,167.08",-0.13%
2020/9/23,"1,170.65","1,163.65","1,172.46","1,160.69",0.61%
2020/9/22,"1,163.61","1,164.84","1,166.03","1,158.93",0.00%
2020/9/21,"1,163.61","1,165.00","1,168.31","1,156.46",-0.10%
2020/9/18,"1,164.81","1,169.70","1,170.78","1,159.40",-0.38%
2020/9/17,"1,169.20","1,172.97","1,178.18","1,168.43",-0.31%
2020/9/16,"1,172.88","1,180.26","1,181.93","1,169.90",-0.58%
2020/9/15,"1,179.76","1,181.89","1,183.53","1,176.74",-0.15%
2020/9/14,"1,181.51","1,187.99","1,188.86","1,180.21",-0.54%
2020/9/11,"1,187.89","1,188.21","1,190.27","1,185.60",-0.02%
2020/9/10,"1,188.11","1,184.92","1,188.73","1,183.88",0.28%
2020/9/9,"1,184.79","1,190.23","1,191.79","1,184.05",-0.45%
2020/9/8,"1,190.10","1,187.77","1,190.87","1,185.80",0.24%
2020/9/7,"1,187.27","1,187.33","1,189.67","1,185.85",0.00%
2020/9/4,"1,187.30","1,191.73","1,193.21","1,186.94",-0.35%
2020/9/3,"1,191.48","1,189.63","1,192.56","1,185.47",0.20%
2020/9/2,"1,189.13","1,185.58","1,191.71","1,184.18",0.31%
2020/9/1,"1,185.45","1,188.07","1,188.69","1,181.68",-0.21%
2020/8/31,"1,187.94","1,180.51","1,188.87","1,178.91",0.63%
2020/8/28,"1,180.48","1,187.56","1,188.29","1,180.03",-0.59%
2020/8/27,"1,187.44","1,184.79","1,188.51","1,182.82",0.26%
2020/8/26,"1,184.39","1,187.48","1,188.94","1,184.16",-0.25%
2020/8/25,"1,187.35","1,189.04","1,190.22","1,184.70",-0.11%
2020/8/24,"1,188.66","1,192.12","1,193.03","1,186.47",-0.26%
2020/8/21,"1,191.72","1,185.36","1,193.51","1,183.10",0.55%
2020/8/20,"1,185.24","1,182.24","1,190.91","1,181.53",0.30%
2020/8/19,"1,181.74","1,183.79","1,184.57","1,176.04",-0.08%
2020/8/18,"1,182.70","1,184.14","1,186.70","1,182.89",-0.04%
2020/8/17,"1,183.19","1,185.90","1,187.27","1,183.63",-0.32%
2020/8/14,"1,186.94","1,185.15","1,188.06","1,183.92",0.17%
2020/8/13,"1,184.92","1,183.74","1,186.32","1,181.24",0.14%
2020/8/12,"1,183.23","1,186.12","1,187.77","1,182.33",-0.20%
2020/8/11,"1,185.62","1,186.08","1,187.97","1,181.69",0.00%
2020/8/10,"1,185.58","1,189.19","1,189.64","1,183.90",-0.26%
2020/8/7,"1,188.68","1,184.00","1,191.28","1,183.07",0.44%
2020/8/6,"1,183.50","1,186.24","1,187.47","1,182.51",-0.22%
2020/8/5,"1,186.05","1,193.32","1,193.81","1,183.31",-0.60%
2020/8/4,"1,193.20","1,192.70","1,197.12","1,191.18",0.05%
2020/8/3,"1,192.59","1,194.10","1,196.79","1,191.31",-0.08%
2020/7/31,"1,193.59","1,189.73","1,196.11","1,186.27",0.33%
2020/7/30,"1,189.62","1,190.04","1,198.22","1,187.59",-0.01%
2020/7/29,"1,189.79","1,199.54","1,200.05","1,189.76",-0.81%
2020/7/28,"1,199.46","1,196.07","1,202.16","1,190.10",0.33%
2020/7/27,"1,195.57","1,201.49","1,202.32","1,194.12",-0.49%
2020/7/24,"1,201.50","1,201.95","1,204.59","1,198.71",0.00%
2020/7/23,"1,201.45","1,197.38","1,203.85","1,195.58",0.35%
2020/7/22,"1,197.22","1,194.03","1,199.91","1,192.29",0.28%
2020/7/21,"1,193.92","1,201.02","1,202.02","1,192.34",-0.58%
2020/7/20,"1,200.90","1,203.53","1,206.93","1,200.46",-0.21%
2020/7/17,"1,203.44","1,205.23","1,207.35","1,202.92",-0.14%
2020/7/16,"1,205.11","1,201.00","1,207.60","1,200.08",0.38%
2020/7/15,"1,200.50","1,205.01","1,205.49","1,198.81",-0.36%
2020/7/14,"1,204.89","1,203.87","1,208.74","1,203.07",0.13%
2020/7/13,"1,203.37","1,200.52","1,204.48","1,198.69",0.25%
2020/7/10,"1,200.42","1,197.06","1,206.03","1,196.18",0.29%
2020/7/9,"1,196.98","1,192.68","1,199.13","1,191.04",0.41%
2020/7/8,"1,192.05","1,196.84","1,199.53","1,192.08",-0.39%
2020/7/7,"1,196.75","1,192.04","1,197.78","1,189.23",0.41%
2020/7/6,"1,191.92","1,199.66","1,200.10","1,191.11",-0.58%
2020/7/3,"1,198.93","1,199.25","1,202.47","1,197.77",0.02%
2020/7/2,"1,198.75","1,201.67","1,204.15","1,196.68",-0.23%
2020/7/1,"1,201.51","1,199.44","1,205.05","1,197.92",0.19%
2020/6/30,"1,199.28","1,199.66","1,204.68","1,195.09",0.01%
2020/6/29,"1,199.16","1,203.63","1,205.96","1,197.46",-0.39%
2020/6/26,"1,203.80","1,202.36","1,204.83","1,197.00",0.13%
2020/6/25,"1,202.21","1,206.20","1,209.08","1,200.91",-0.32%
2020/6/24,"1,206.08","1,208.45","1,208.87","1,198.71",-0.11%
2020/6/23,"1,207.46","1,209.53","1,216.40","1,205.47",-0.16%
2020/6/22,"1,209.41","1,211.89","1,216.35","1,208.77",-0.20%
2020/6/19,"1,211.83","1,212.60","1,214.16","1,205.62",-0.06%
2020/6/18,"1,212.50","1,215.53","1,218.09","1,207.76",-0.24%
2020/6/17,"1,215.41","1,212.29","1,219.26","1,210.35",0.30%
2020/6/16,"1,211.79","1,208.65","1,215.22","1,204.09",0.27%
2020/6/15,"1,208.55","1,203.61","1,217.13","1,203.16",0.41%
2020/6/12,"1,203.66","1,206.20","1,210.48","1,200.61",-0.20%
2020/6/11,"1,206.10","1,190.79","1,208.40","1,188.11",1.30%
